"('initiatives uk', 0.5255)","('climate assembly', 0.468)","('waste reduction', 0.4121)","('environmental literacy providing', 0.4031)","('carbon energy', 0.3219)","('agriculture', 0.2563)","('consensus', 0.2428)","('lcr citizens', 0.2321)","('wellbeing', 0.2289)","('reduced inequalities', 0.153)"
"('carbon emissions', 0.5582)","('urban habitats uk', 0.364)","('lcr district', 0.3507)","('sefton liverpool', 0.27)","('global temperature tyndall', 0.2294)","('policy changes', 0.2108)","('wirral transport', 0.1861)","('vehicle miles', 0.1814)","('data sources', 0.1783)","('available ity', 0.1579)"
"('natural grassland areas', 0.5646)","('energy capital', 0.4927)","('arable land lcr', 0.4887)","('energy strategy', 0.4706)","('areas energy', 0.4644)","('liverpool city', 0.3872)","('lcr', 0.3222)","('region', 0.2691)","('uk', 0.196)","('strategy', 0.1248)"
"('climate partnership', 0.5301)","('emergency declaration', 0.2737)","('new community environment', 0.2492)","('liverpool city', 0.2397)","('initial budget', 0.235)","('ity', 0.1815)","('lcr', 0.1715)","('concerted action', 0.1675)","('progress update', 0.1606)","('key principles', 0.1236)"
"('climate partnership', 0.6235)","('public consultation', 0.4273)","('ecological emergency', 0.3769)","('development goals', 0.3706)","('low carbon', 0.2909)","('action areas', 0.2146)","('un', 0.2021)","('metro mayor', 0.1273)","('lockdown period', 0.1203)","('average tonnes', -0.0264)"
"('carbon budgets', 0.5473)","('region climate', 0.3479)","('preferred pathway', 0.2992)","('considerable progress', 0.2532)","('interim action plans', 0.2498)","('liverpool city', 0.2358)","('tidal project', 0.2194)","('clear framework', 0.1791)","('electric vehicle charging', 0.1607)","('combined ity', 0.1448)"
"('environmental projects', 0.5664)","('match funding', 0.4093)","('consultation', 0.2722)","('city region', 0.2663)","('covid pandemic', 0.2619)","('longer term action', 0.205)","('future progress updates', 0.1949)","('literacy', 0.1467)","('enabling', 0.1457)","('lcr recovery', 0.1227)"
"('climate partnership', 0.5026)","('fund proposals', 0.4352)","('uk government', 0.3092)","('community environment', 0.3055)","('short form grant', 0.2885)","('application guidance', 0.2731)","('risks', 0.2336)","('financial cost', 0.2207)","('tidal energy', 0.214)","('ity', 0.1334)"
"('climate partnership', 0.6658)","('stakeholder groups', 0.4616)","('principal environment officer', 0.3844)","('low carbon', 0.2851)","('actions', 0.2564)","('liverpool city', 0.2173)","('combined ity', 0.1906)","('report summarises', 0.1906)","('documents year', 0.1482)","('clear framework', 0.1348)"
"('energy management', 0.5802)","('carbon report', 0.4155)","('council tenants', 0.3763)","('seek funding', 0.2988)","('schools efficiency', 0.2811)","('assess', 0.2774)","('car sharing', 0.2377)","('officer time', 0.1953)","('travel requirements', 0.0998)","('light fittings', 0.0897)"
"('renewable energy initiatives', 0.5045)","('adequate cycling facilities', 0.363)","('refurbishing premises', 0.3161)","('heating schemes', 0.3108)","('time emissions', 0.2663)","('ldf dc', 0.2459)","('social housing', 0.2441)","('reduction', 0.2426)","('london', 0.2298)","('change team', 0.1868)"
"('municipal waste arisings', 0.535)","('district heating', 0.3698)","('green travel programmes', 0.3646)","('power generation', 0.3433)","('regeneration sites', 0.3023)","('low carbon zone', 0.2798)","('reduce', 0.2476)","('cycling demonstration', 0.2207)","('davies', 0.1586)","('online exchange forum', 0.1166)"
"('strategic flood risk', 0.5347)","('sustainable drainage systems', 0.4634)","('council buildings', 0.4393)","('climate manage', 0.41)","('planning power', 0.3339)","('assessment', 0.2472)","('change report', 0.2417)","('ensure service', 0.1838)","('minimum code levels', 0.1205)","('install', 0.0711)"
"('climate emergency', 0.5325)","('brent foreword', 0.393)","('government plan', 0.3378)","('london borough', 0.288)","('achieve carbon', 0.2739)","('current challenges', 0.2555)","('consumption', 0.1838)","('key theme homes', 0.1799)","('consultation process', 0.171)","('tackling', 0.1309)"
"('net carbon emissions', 0.5426)","('ecological crisis', 0.5092)","('climate assembly', 0.4826)","('greener spaces', 0.3199)","('brent', 0.3077)","('reduce', 0.3054)","('local economy', 0.2658)","('international organisations', 0.2511)","('borough boundary', 0.2287)","('cllr krupa', 0.1426)"
"('emissions reduction', 0.6102)","('sustainable behaviour individuals', 0.3518)","('brent residents', 0.3257)","('strategy transport', 0.3237)","('agreement uk', 0.3094)","('intergovernmental panel', 0.2936)","('december climate', 0.2417)","('use sources', 0.1639)","('difficult example', 0.1434)","('eat', 0.1299)"
"('sustainable changes', 0.5136)","('climate assembly', 0.5084)","('ecological emergency emergency', 0.3983)","('urban drainage', 0.2883)","('friendly programmes', 0.2862)","('fundraising', 0.2702)","('potential carbon', 0.2596)","('brent', 0.2509)","('tree planting', 0.2188)","('creative thinking', 0.1566)"
"('council commitments', 0.4984)","('brent pension', 0.407)","('renewable', 0.3689)","('local biodiversity review', 0.3133)","('development report', 0.2919)","('london borough', 0.2733)","('appropriate scrutiny', 0.2266)","('carbon offset', 0.2157)","('national target', 0.2137)","('neutral transition', 0.1953)"
"('climate assembly', 0.4855)","('community engagement', 0.3869)","('london boroughs', 0.3303)","('brent youth', 0.2912)","('recommendations changes', 0.2644)","('development nature', 0.2414)","('annual fund', 0.2222)","('specific carbon consumption', 0.2004)","('reduction', 0.1831)","('key themes alignment', 0.0829)"
"('consumption emissions', 0.6676)","('climate change', 0.4389)","('natural resources', 0.3688)","('significant reduction', 0.2927)","('less plastic', 0.2713)","('road transport', 0.2665)","('borough', 0.2661)","('prevent', 0.2342)","('community action', 0.228)","('brent', 0.1582)"
"('council emissions', 0.5681)","('funding options', 0.3193)","('statutory government guidance', 0.3099)","('reduce energy', 0.2936)","('net zero', 0.2875)","('london borough', 0.2369)","('lbb', 0.2334)","('reporting processes', 0.2106)","('contact officer', 0.1859)","('commentary backilogramround', 0.0342)"
"('scope emissions', 0.5578)","('council net', 0.35)","('optional reporting category', 0.3492)","('cmpcmptonnage percentage', 0.2253)","('heating gas', 0.2118)","('cost savings', 0.1993)","('transitioning', 0.1978)","('dioxide equivalent', 0.1875)","('annual', 0.1665)","('paper usage', 0.1107)"
"('carbon emissions', 0.5682)","('reduction projects', 0.4418)","('national grid electricity', 0.3768)","('bromley council', 0.3463)","('lbb energy', 0.3397)","('flexible working policy', 0.2578)","('green greenspaces', 0.253)","('lighting upgrade', 0.1996)","('vehicle fleet', 0.128)","('significant percentage', 0.0922)"
"('emissions reduction', 0.5168)","('new lights', 0.3969)","('table initiatives', 0.3728)","('total electricity', 0.3572)","('project payback', 0.3207)","('nzc action', 0.3076)","('upgrade programme', 0.3038)","('indicative costs', 0.2748)","('different dimming profile', 0.1572)","('bromley', 0.1466)"
"('renewable energy guarantee', 0.5693)","('lbb energy', 0.355)","('efficient upgrade programme', 0.349)","('profile emissions', 0.3344)","('pv', 0.3135)","('meter installation', 0.3078)","('rooftop', 0.2695)","('public sector', 0.2671)","('priority sites', 0.2005)","('assessment findings', 0.1495)"
"('electrification council', 0.5771)","('carbon management', 0.4258)","('commercial feasibility study', 0.3109)","('fleet vehicles', 0.2787)","('solar panel prices', 0.2763)","('lease agreements', 0.2718)","('suitable lbb', 0.1784)","('wildflower meadows', 0.1572)","('installation', 0.1257)","('23rd october', 0.0741)"
"('new tree management', 0.5301)","('compare carbon sequestration', 0.4854)","('other habitat grants', 0.3773)","('greenspaces team', 0.2902)","('wind energy', 0.2811)","('hedgerows', 0.2563)","('bromley countryside', 0.251)","('net zero', 0.1783)","('long term solution', 0.1683)","('assessments', 0.1178)"
"('carbon management', 0.6218)","('new project initiative', 0.3308)","('regulatory environment changes', 0.2848)","('offset', 0.262)","('performance reports', 0.1947)","('net zero', 0.1924)","('lbb', 0.1678)","('peatland', 0.1623)","('portfolio holder', 0.148)","('last resort option', 0.118)"
"('environmental services', 0.5461)","('use council', 0.4275)","('consistent street care', 0.387)","('minimises disposal', 0.3864)","('portfolio plan', 0.3381)","('local greenspaces', 0.3228)","('important message', 0.238)","('travel choices', 0.238)","('behaviour change', 0.2067)","('snow friends', 0.1317)"
"('council asset', 0.4694)","('recycling performance', 0.3438)","('winter services', 0.328)","('parking issues', 0.3111)","('support biodiversity', 0.2844)","('carbon action', 0.2517)","('priority enhance', 0.2496)","('air quality', 0.2394)","('term plans', 0.2357)","('active travel', 0.2146)"
"('street cleaning', 0.449)","('better bromley ambitions', 0.3958)","('satisfaction survey', 0.3756)","('environment plan', 0.3631)","('reduction', 0.2602)","('manager design', 0.2584)","('priority aligns', 0.2179)","('overview target', 0.2006)","('relaunch', 0.1751)","('monthly march contract', 0.175)"
"('green garden waste', 0.6297)","('emissions routes', 0.3661)","('reduction', 0.2927)","('annual target', 0.2811)","('better bromley ambitions', 0.2701)","('manager recovery', 0.1894)","('direct debit system', 0.1803)","('power homes', 0.1668)","('increase number', 0.1201)","('tonne', 0.1021)"
"('woodland projects', 0.4499)","('grounds maintenance', 0.3861)","('monitor parks', 0.3573)","('alternative funding', 0.3356)","('bromley schools crystal', 0.3135)","('march manager', 0.28)","('contractual service standards', 0.2342)","('allotment', 0.1962)","('offer', 0.1269)","('mental health needs', 0.103)"
"('sustainable camden government', 0.6023)","('warming climate', 0.3674)","('plan foreword', 0.359)","('council level', 0.3336)","('carbon', 0.323)","('reduction', 0.2925)","('covid campaign groups', 0.2818)","('public debate', 0.2699)","('convene', 0.2537)","('urgency', 0.2135)"
"('council', 0.4399)","('climate action', 0.4361)","('new camden climate', 0.333)","('whole community', 0.3121)","('emergency citizens', 0.2984)","('assembly', 0.2906)","('committed', 0.2548)","('creativity', 0.1986)","('setting', 0.148)","('georgia gould', 0.074)"
"('climate action', 0.6142)","('limit emissions', 0.4309)","('uk government', 0.3036)","('global sea levels', 0.2707)","('raise awareness', 0.233)","('dioxide', 0.2172)","('camden', 0.2121)","('consumer choices', 0.163)","('devastating', 0.1382)","('economic growthin comparison', 0.0993)"
"('environmental reduction targets', 0.5683)","('november camden', 0.3027)","('plan progress', 0.2863)","('green space', 0.2626)","('consumer choices', 0.2516)","('residential phase gla', 0.2491)","('gas electricity', 0.2206)","('change alliance', 0.219)","('final review', 0.2004)","('net zero', 0.1839)"
"('indirect emissions', 0.6288)","('buildings camden', 0.373)","('electricity grid', 0.3517)","('uk behaviour', 0.2503)","('consumer choices', 0.2216)","('heating denton', 0.1885)","('xenergy', 0.1717)","('annual inventory', 0.1589)","('measures', 0.1449)","('local change', 0.1298)"
"('emissions reduction', 0.6145)","('uk electricity', 0.4817)","('council footprint', 0.4495)","('plan camden', 0.3654)","('grid decarbonisation', 0.3109)","('kilogramcarbon dioxide', 0.276)","('leaseholders', 0.1765)","('change schools', 0.1705)","('indirect', 0.168)","('decade', 0.0691)"
"('sustainable development goals', 0.5647)","('climate emergency', 0.5137)","('emissions estimates', 0.4556)","('change mitigation', 0.4136)","('council approach', 0.3609)","('executive summary', 0.343)","('business energy', 0.3153)","('strategy january', 0.2435)","('local ity carbon', 0.2361)","('nhs costs', 0.134)"
"('climate action', 0.5281)","('change mitigation', 0.4772)","('carbon offsetting', 0.3349)","('vulnerable communities', 0.2938)","('plan', 0.2573)","('disposal', 0.2514)","('annual reporting', 0.2449)","('borough', 0.2057)","('commissioning', 0.202)","('biannual basis', 0.144)"
"('production emissions', 0.7097)","('footprint', 0.3259)","('financial expenditures', 0.3069)","('strategy targets', 0.2782)","('council commitment', 0.2557)","('themes energy', 0.2508)","('lifecycle', 0.214)","('technical terms', 0.2067)","('united kingdom', 0.2003)","('cross cutting', 0.161)"
"('climate change', 0.6371)","('global coastlines', 0.263)","('natural gas', 0.2546)","('wind patterns', 0.227)","('main cause', 0.2185)","('average surface temperature', 0.162)","('metre rise', 0.0766)","('alternative ways', 0.0504)","('definition', 0.0472)","('rays', 0.0233)"
"('climate justice', 0.5259)","('community resilience', 0.4006)","('sustainable cities', 0.39)","('council pledges', 0.3364)","('development goal', 0.3224)","('borough', 0.242)","('low income households', 0.2316)","('generationsclimate change', 0.2295)","('measures', 0.2201)","('addressing', 0.2026)"
"('benefits impacts', 0.5002)","('public health england', 0.389)","('change mitigation', 0.3809)","('ecological conservation', 0.3714)","('greenhouse gases', 0.3591)","('justice climate', 0.3435)","('cycling', 0.2875)","('active travel infrastructure', 0.2554)","('action inequities', 0.2348)","('ipcc', 0.1961)"
"('climate action', 0.5773)","('council recognises', 0.4195)","('community groups', 0.3692)","('targets', 0.2752)","('benefits toolkit', 0.2731)","('ashden co', 0.2103)","('net zero', 0.2051)","('electricity consumption', 0.205)","('future homes', 0.1848)","('align workstreams', 0.0233)"
"('yearly carbon reduction', 0.5309)","('emissions borough', 0.4265)","('enfield councils', 0.3633)","('solar installation', 0.3157)","('electricity grid', 0.2973)","('wind technology', 0.2588)","('tcoe saving', 0.2418)","('offsets', 0.2277)","('action plan', 0.1603)","('accommodation water', 0.1175)"
"('reduce emissions', 0.5765)","('feasibility', 0.343)","('solar council', 0.3343)","('interim targets', 0.3047)","('borough housing', 0.2971)","('net increase', 0.2815)","('grid decarbonisation', 0.2492)","('statutory powers', 0.2278)","('natural measures', 0.2277)","('tree cover', 0.1922)"
"('reduce emissions', 0.5519)","('enfield cycle', 0.4209)","('council decisions', 0.3016)","('recycling rate', 0.3013)","('transport', 0.2522)","('retrofit programme', 0.2462)","('domestic property', 0.2272)","('post borough', 0.227)","('plan publication', 0.222)","('tcoe tcoe', 0.1873)"
"('climate challenges', 0.5673)","('progress carbon', 0.3707)","('green economy strategy', 0.3598)","('intergovernmental panel', 0.2792)","('safe planet', 0.2607)","('borough', 0.2267)","('reductionthe un', 0.2117)","('human activity', 0.1797)","('framework vision', 0.1619)","('homes cost', 0.046)"
"('uk emissions', 0.5223)","('climate emergencies', 0.4047)","('reduced life expectancy', 0.3273)","('intergovernmental panel', 0.2905)","('reduction targets', 0.2825)","('handf', 0.241)","('change act', 0.237)","('respiratory', 0.2297)","('plant species', 0.1812)","('inequality', 0.091)"
"('green economy handf', 0.4536)","('ecological emergency commission', 0.4452)","('local renewable', 0.439)","('uk emissions', 0.4087)","('recycling scheme', 0.3815)","('climate education', 0.3774)","('national biodiversity network', 0.3477)","('council homes', 0.3166)","('net zero', 0.2656)","('steps', 0.1528)"
"('borough emissions', 0.6579)","('footprint', 0.3974)","('electricity use', 0.3115)","('other transport', 0.2879)","('source data', 0.2585)","('total production', 0.2561)","('carbon solutions', 0.2458)","('scopes', 0.2351)","('global temperature', 0.1237)","('handf', 0.089)"
"('carbon emissions', 0.6307)","('council scope', 0.5223)","('footprint', 0.4021)","('handf climate', 0.3107)","('ecology strategy', 0.2868)","('housing accounts', 0.2731)","('borough boundary', 0.2659)","('net zero', 0.2086)","('street lighting', 0.1821)","('health wellbeing', 0.1063)"
"('climate goals', 0.6008)","('council action', 0.4004)","('principles', 0.3505)","('nature carbon', 0.3338)","('resource scarcity', 0.3291)","('handf values', 0.2399)","('wider issues', 0.2299)","('innovative financing approaches', 0.2059)","('critical means', 0.1858)","('uk', 0.1509)"
"('climate action', 0.5512)","('green sectors', 0.3755)","('sustainable diets poverty', 0.3601)","('budgets', 0.3241)","('council homes', 0.2902)","('successful programme', 0.2696)","('wider benefits', 0.2289)","('reskilling', 0.2096)","('cycling access', 0.1749)","('change engagement', 0.1598)"
"('funding challenge', 0.4681)","('financial architecture investment', 0.455)","('infrastructure incentivisation', 0.4502)","('renewable electricity', 0.4383)","('council housing', 0.435)","('planning powers', 0.4325)","('operational savings', 0.418)","('net cost', 0.3325)","('decarbonising', 0.2993)","('offer', 0.1215)"
"('council housing', 0.4977)","('project planning', 0.4397)","('external funding', 0.4204)","('detailed costs', 0.4145)","('maintenance programmes', 0.3961)","('ecology strategy', 0.3431)","('energy', 0.2757)","('decarbonise', 0.1638)","('enabling actions', 0.153)","('health outcomes', 0.1382)"
"('green economy homes', 0.4371)","('climate challenge', 0.3881)","('retrofit projects', 0.3695)","('enable energy efficiency', 0.3625)","('uk gbc', 0.3055)","('carbon standard', 0.3007)","('passivhaus methodology', 0.2471)","('available grant', 0.2159)","('obligation hpilot', 0.1658)","('hidentify properties', 0.0898)"
"('operational savings carbon', 0.5387)","('new development proposals', 0.4625)","('council buildings', 0.4347)","('biodiversity net', 0.3893)","('reduction requirements', 0.374)","('supplementary planning', 0.3413)","('stricter climate standards', 0.2366)","('corporate lettings policy', 0.2018)","('put', 0.1389)","('net gain offset', 0.0794)"
"('energy management', 0.5678)","('endevelop council programme', 0.4033)","('handf climate alliance', 0.2936)","('potential projects theme', 0.2923)","('london boroughs', 0.2358)","('potential financing models', 0.2204)","('installations encontinue', 0.2199)","('possible pathways', 0.2079)","('wider benefits tdevelop', 0.17)","('offer', 0.1424)"
"('public transport options', 0.5551)","('clean vehicles', 0.3596)","('electric air quality', 0.3235)","('benefits', 0.2567)","('operating costs', 0.2328)","('ongoing residents', 0.2304)","('quality timprove', 0.1892)","('actions ref', 0.1738)","('charging points', 0.1598)","('cycle', 0.1562)"
"('council transport', 0.4896)","('green infrastructure', 0.4617)","('dynamic kerbside management', 0.353)","('voluntary provision tdevelop', 0.3166)","('wider benefits tinvestigate', 0.3082)","('carbon reduction', 0.297)","('economy air', 0.2362)","('electric vehicle charging', 0.2155)","('plan', 0.1864)","('quality health', 0.1843)"
"('climate agenda', 0.562)","('ecological emergency commission', 0.5571)","('several stakeholder', 0.4298)","('resident engagement', 0.4014)","('council staff', 0.3368)","('wellbeing', 0.2591)","('extreme', 0.2403)","('plan workstream', 0.204)","('handf vision', 0.1872)","('open', 0.1814)"
"('community climate', 0.5515)","('engagement approaches', 0.4719)","('consultation', 0.3547)","('ward action', 0.2984)","('support resident', 0.2846)","('newsletters', 0.2817)","('talks', 0.2742)","('core issues', 0.2403)","('reflect', 0.2351)","('online', 0.1627)"
"('community initiatives', 0.4845)","('borough carbon', 0.4529)","('council commitment', 0.4318)","('develop', 0.3124)","('first climate strategy', 0.309)","('collective knowledge', 0.3006)","('reflect', 0.268)","('bring', 0.1969)","('end', 0.1947)","('financial challenges', 0.1937)"
"('ecological emergency commission', 0.5687)","('community initiatives', 0.5198)","('council support', 0.4829)","('participatory response', 0.4432)","('ongoing amplify community', 0.37)","('local climate', 0.3328)","('carbon lifestyles', 0.2869)","('building', 0.2501)","('diverse borough', 0.2401)","('sharing', 0.1285)"
"('carbon literacy', 0.5839)","('community climate', 0.511)","('raise awareness', 0.3426)","('communicating', 0.3374)","('ongoing community eeiexpand', 0.3116)","('organisations', 0.301)","('biodiversity', 0.3009)","('borough', 0.2608)","('pivotal role', 0.2332)","('build', 0.2131)"
"('climate education', 0.6256)","('eeiprovide carbon literacy', 0.5298)","('teacher participation', 0.4136)","('sustainable behaviours', 0.4107)","('support community', 0.3189)","('outdoor activities', 0.3137)","('green recovery', 0.2701)","('programme offer', 0.2686)","('youth mayors', 0.2625)","('ongoing eeidevelop map', 0.2217)"
"('community organisations', 0.5726)","('reduce emissions', 0.3802)","('behavioural insights', 0.318)","('seed funding', 0.2845)","('co benefits', 0.2744)","('handf climate', 0.2603)","('net zero', 0.2397)","('local energy', 0.2361)","('ref action', 0.1633)","('eeiexplore use', 0.1038)"
"('london councils', 0.5101)","('stakeholders', 0.4789)","('environmental impact', 0.4126)","('climate champions', 0.4072)","('unique role', 0.2877)","('cycling alternatives', 0.2691)","('gla', 0.2607)","('visitor attractions', 0.2544)","('encourage', 0.2135)","('networking', 0.1678)"
"('borough stakeholders', 0.4595)","('climate change', 0.4089)","('council operations', 0.3989)","('legislative changes', 0.3829)","('plan report', 0.2974)","('least responsibility', 0.2943)","('final', 0.2625)","('net zero', 0.2349)","('haringey', 0.1455)","('financial cost', 0.075)"
"('carbon emissions', 0.4547)","('stakeholders', 0.4054)","('mitigation', 0.3998)","('efficient buildings', 0.3524)","('borough', 0.2707)","('mechanisms', 0.2564)","('quality improvements', 0.2561)","('active travel options', 0.2471)","('ambition haringey', 0.2356)","('other chapters', 0.2048)"
"('carbon council', 0.5164)","('borough plan', 0.4004)","('additional funding', 0.3251)","('haringey climate', 0.2812)","('reduction', 0.26)","('change action', 0.2383)","('operational buildings', 0.2291)","('report', 0.2063)","('transport', 0.1527)","('zero', 0.1414)"
"('full council resolution', 0.4434)","('global climate change', 0.4413)","('carbon borough', 0.4216)","('net zero', 0.3238)","('limited funding', 0.2899)","('deliverable action plan', 0.1806)","('per cent', 0.157)","('civil disobedience events', 0.1225)","('extreme', 0.099)","('backilogramround information', -0.0069)"
"('carbon emissions', 0.5352)","('council ambition', 0.3862)","('plan scope', 0.34)","('reduction', 0.2981)","('term net', 0.2687)","('haringey borough', 0.2447)","('gla', 0.2313)","('gas protocol', 0.2267)","('definitions', 0.2043)","('behaviour change', 0.1911)"
"('council carbon', 0.5354)","('borough stakeholders', 0.3992)","('efficiency projects', 0.3611)","('haringey climate', 0.3044)","('deliverable actions', 0.2922)","('lobbying strategy', 0.2108)","('linear decrease', 0.2025)","('active travel options', 0.1632)","('zero', 0.1293)","('change forum', 0.1203)"
"('borough stakeholders', 0.5538)","('energy generation', 0.3887)","('cycling campaigns', 0.3615)","('public transport', 0.3344)","('haringey climate', 0.3175)","('change action', 0.246)","('dependency', 0.2357)","('social justice', 0.2344)","('significant impact', 0.2324)","('lee valley', 0.1913)"
"('carbon funding', 0.5753)","('efficiency programme', 0.4664)","('civic centre improvements', 0.4569)","('council assets', 0.4271)","('energy networks', 0.3522)","('street lighting', 0.2409)","('active travel options', 0.233)","('rental value', 0.2306)","('borough', 0.2072)","('include', 0.197)"
"('carbon council', 0.5627)","('net zero', 0.3638)","('civic buildings', 0.3274)","('operational functions', 0.3184)","('funding options', 0.3037)","('renewable energy generation', 0.2842)","('sourced fleet activities', 0.2568)","('necessary measures', 0.249)","('stage process', 0.2051)","('organisational date', 0.1667)"
"('new council depot', 0.6433)","('new buildings', 0.5001)","('osborne grove nursing', 0.4753)","('redevelopment', 0.47)","('recycling', 0.4107)","('marsh lane', 0.3399)","('developing', 0.2117)","('leadership', 0.1868)","('new', 0.1372)","('sites', 0.1083)"
"('cycling infrastructure', 0.4807)","('reduction projects', 0.4357)","('significant community interest', 0.4325)","('haringey climate', 0.3528)","('ecofurb web', 0.3165)","('low carbon choices', 0.3163)","('policy documents', 0.2379)","('borough', 0.2276)","('covid emergency', 0.2243)","('change action', 0.2021)"
"('power council', 0.444)","('haringey climate', 0.3528)","('emissions transport', 0.3511)","('fuel poverty', 0.2982)","('planting plan', 0.2776)","('cycling', 0.2583)","('carbon heat', 0.2564)","('change action', 0.2413)","('net zero', 0.2234)","('retrofitting', 0.1883)"
"('climate change', 0.5132)","('ambitious legislation purpose', 0.3889)","('public concerns', 0.317)","('council', 0.2896)","('change action', 0.2859)","('uk comments', 0.2308)","('delivery reduction', 0.2177)","('borough haringey', 0.2052)","('level rise', 0.141)","('plan backilogramround', 0.1245)"
"('climate emissions', 0.5328)","('intergovernmental panel', 0.3835)","('transport sector', 0.3273)","('large scale biodiversity', 0.3246)","('living standards', 0.3145)","('reduction', 0.312)","('science policy', 0.2895)","('borough', 0.2531)","('power outages', 0.1142)","('warm heat waves', 0.0891)"
"('carbon council', 0.5394)","('efficiency savings', 0.3412)","('en10ergy', 0.3001)","('operational buildings report', 0.2749)","('solar pv panels', 0.2748)","('smart homes project', 0.2736)","('haringey climate', 0.2611)","('change action', 0.2317)","('supporting', 0.1802)","('muswell hill', 0.1445)"
"('carbon emissions', 0.5669)","('own waste management', 0.3841)","('smart homes programme', 0.381)","('better futures initiative', 0.3203)","('incubator hub', 0.2711)","('scope scope', 0.2536)","('haringey innovation', 0.2364)","('heat recovery', 0.2042)","('include', 0.2009)","('borough', 0.1545)"
"('emissions reduction', 0.6312)","('current government projections', 0.3645)","('haringey climate', 0.3016)","('tonnes', 0.2578)","('decarbonise', 0.2512)","('borough', 0.2391)","('plan trajectory', 0.2218)","('figure scope', 0.2098)","('include', 0.1818)","('change information', 0.1724)"
"('carbon emissions', 0.5343)","('stakeholders', 0.476)","('council staff', 0.4284)","('central government', 0.3186)","('haringey climate', 0.2736)","('highways space', 0.2635)","('action plan', 0.2501)","('reduction', 0.2267)","('neutral future', 0.2094)","('culture change', 0.1659)"
"('cycling infrastructure', 0.4858)","('reduction projects', 0.4325)","('significant community interest', 0.4238)","('haringey climate', 0.3533)","('low carbon choices', 0.3161)","('ecofurb web', 0.2867)","('borough', 0.2399)","('policy documents', 0.2338)","('covid emergency', 0.2145)","('change action', 0.1965)"
"('haringey council', 0.4643)","('carbon emissions', 0.3848)","('stakeholders', 0.3549)","('local energy', 0.314)","('action plans', 0.2991)","('poor quality housing', 0.269)","('reduction', 0.2617)","('panels', 0.2486)","('winter', 0.2421)","('transport', 0.2304)"
"('climate change', 0.4812)","('uk government', 0.4214)","('stakeholders', 0.3808)","('council approach', 0.3755)","('paris agreement', 0.2714)","('initial action plan', 0.2549)","('borough document', 0.252)","('net zero', 0.1582)","('extreme', 0.1124)","('haringey', 0.0775)"
"('climate change', 0.5076)","('ecosystem services', 0.4048)","('intergovernmental science policy', 0.3967)","('borough', 0.3028)","('haringey council', 0.2862)","('transport sectors', 0.2517)","('assessment report', 0.2344)","('wide reduction', 0.1897)","('power outages', 0.1451)","('prioritise actions', 0.1214)"
"('borough emissions', 0.5191)","('carbon report', 0.3978)","('smart homes programme', 0.3773)","('reduction', 0.3509)","('eco funding', 0.3507)","('solar panels', 0.3098)","('kilowatt hour', 0.2934)","('haringey innovation', 0.2924)","('operational buildings', 0.2659)","('active travel options', 0.2459)"
"('emissions scope', 0.5631)","('waste hierarchy', 0.3684)","('management plan', 0.3217)","('en10ergy', 0.3127)","('solar pv panels', 0.294)","('kilowatt hour', 0.2804)","('reduce', 0.2764)","('haringey climate', 0.2644)","('borough', 0.2347)","('paris agreement', 0.2247)"
"('operational carbon footprint', 0.6306)","('borough stakeholders', 0.3526)","('haringey climate', 0.3124)","('national targets', 0.3117)","('transport', 0.3105)","('waste ity', 0.2607)","('decarbonising', 0.2413)","('north london', 0.231)","('ktonnes carbon dioxide', 0.2266)","('change action', 0.1223)"
"('carbon council', 0.5648)","('energy bills', 0.3172)","('haringey climate', 0.2994)","('neutral future', 0.2812)","('borough', 0.2316)","('delivering', 0.2274)","('change action', 0.2158)","('specific sections', 0.1626)","('car parking', 0.1338)","('zero', 0.1204)"
"('council emissions', 0.6412)","('energy improvements', 0.4388)","('operational buildings', 0.3524)","('solar pv systems', 0.2941)","('borough', 0.2511)","('planned approach', 0.2359)","('net zero', 0.2296)","('community grants', 0.1942)","('role', 0.173)","('key measures', 0.1685)"
"('carbon vehicles', 0.5676)","('front line services', 0.4421)","('active travel options', 0.4395)","('intensive vehicles', 0.4324)","('house fleet', 0.3265)","('deliver', 0.3011)","('viable option', 0.2751)","('line', 0.1746)","('replace', 0.1297)","('zero', 0.0106)"
"('borough buildings', 0.4861)","('renewable energy generation', 0.4121)","('local heat network', 0.3016)","('ecological emergency harrow', 0.2968)","('continue programme', 0.2282)","('priority action', 0.2174)","('new development prioritises', 0.2147)","('selective night time', 0.2146)","('retrofitting', 0.1878)","('light fittings', 0.1678)"
"('sustainable transport initiatives', 0.479)","('council development', 0.4345)","('district energy', 0.385)","('feasibility work', 0.3485)","('carbon neutral', 0.282)","('parking permit', 0.2621)","('solar installation', 0.2387)","('reduce reuse', 0.2239)","('tenants', 0.2221)","('electric vehicle charging', 0.2171)"
"('borough ecosystems', 0.5127)","('planting initiatives', 0.4293)","('conservation measures', 0.3858)","('support council', 0.3492)","('present carbon reduction', 0.3087)","('optimise tree hedge', 0.2733)","('park user', 0.248)","('economic transformation page', 0.1565)","('minimum requirement', 0.1504)","('biophilic design principles', 0.1467)"
"('council climate', 0.4609)","('reduction initiatives', 0.42)","('carbon neutral', 0.3731)","('interim strategy', 0.3544)","('consultation', 0.3361)","('emergency declaration', 0.3257)","('section summary', 0.2533)","('borough', 0.228)","('approve', 0.1944)","('cabinet date', 0.122)"
